ID_CLIENTE,SAFRA_REF,NO_FUNCIONARIOS,RENDA_MES_ANTERIOR_LOG
7541360189313243820,2018-09,90.0,11.779281750707257
6582676833651678345,2018-09,122.0,11.969045663857337
4089244710305890246,2018-09,100.0,12.062023275257236
2012477868296377155,2018-09,114.0,12.134576643825104
3713742318997880410,2018-09,106.0,11.883647287934126
4008627434689715639,2018-09,111.0,12.75300548670179
4335865859049992260,2018-09,126.0,13.341775174376625
7816319470107777265,2018-09,108.0,12.70805932062896
6238903426443761049,2018-09,104.0,12.255162764708604
2943087245123311166,2018-09,86.0,12.331523982246486
5726178124659661019,2018-09,105.0,13.371541080067644
7770458886439606839,2018-09,138.0,10.84819079884696
1343849459953365123,2018-09,108.0,12.65699857215833
5611787644735474299,2018-09,119.0,11.648146679041936
5574997762710520717,2018-09,110.0,11.996529932070965
8409181491723988567,2018-09,131.0,12.96627081333973
312543480920432545,2018-09,80.0,12.223784854128745
1210783884008131648,2018-09,87.0,11.794579404683667
8828303152301461681,2018-09,89.0,12.730555582179662
662944582644865942,2018-09,118.0,10.360025930828293
7289435138601868544,2018-09,118.0,12.054499474404887
7325545718770538459,2018-09,122.0,11.892375085875111
2658946240987854807,2018-09,126.0,11.903520560411664
3118683330911759410,2018-09,89.0,12.749027551429535
1036256411320325774,2018-09,81.0,10.111314399738445
417157680860985231,2018-09,101.0,12.182082161389921
8041261093764417881,2018-09,104.0,13.373392876207797
5591489215787777256,2018-09,126.0,12.272880464861787
8398000036517692656,2018-09,107.0,13.091528841760859
2684293212741157926,2018-09,104.0,12.003607563340884
234898976850399181,2018-09,132.0,12.632911042224858
7231408738455755015,2018-09,99.0,12.116339385758046
4972567100282306577,2018-09,98.0,12.007530239208668
2508429106201166689,2018-09,98.0,11.943167734939902
2455576782104041698,2018-09,108.0,11.84711653026888
361555714683085449,2018-09,105.0,12.264233057202585
4791195031160012361,2018-09,75.0,12.57183319011501
2290083177086946553,2018-09,104.0,13.019209314626918
8195468623809753777,2018-09,126.0,11.826465324591295
6941381638534728190,2018-09,108.0,12.18240987746784
6330043096034525408,2018-09,78.0,11.61526542333455
3355881107559250653,2018-09,99.0,13.543662463815021
7395696797140470088,2018-09,126.0,12.19075594141828
3275327267689584006,2018-09,112.0,12.157438969115894
5799279645678609726,2018-09,144.0,11.495005863667277
4571290108043699959,2018-09,115.0,11.758605159022729
4724876423989598202,2018-09,123.0,12.85181108232001
2347028805684088098,2018-09,115.0,12.528203245039323
7637066986811047950,2018-09,120.0,12.304876714588755
7167988599372526790,2018-09,139.0,12.960874505450377
9206030810342980458,2018-09,89.0,12.533114844493666
7963861799566207637,2018-09,129.0,12.310639846597175
5602023133976834072,2018-09,89.0,12.51832537191616
3742264304742819339,2018-09,99.0,12.017698810594256
170089315547146305,2018-09,87.0,13.484474120580547
8231834408402328152,2018-09,88.0,11.861989519427622
968199235777440720,2018-09,112.0,12.431832770627537
4202876623878743806,2018-09,113.0,12.460148812253875
7457803471605010846,2018-09,98.0,12.508175240643185
968400235888951633,2018-09,108.0,9.87158400352312
7571271990906543121,2018-09,96.0,11.688507696776039
7177785309735471560,2018-09,117.0,12.253681159444898
3472934456083131714,2018-09,96.0,13.480472692141241
1118514612547157551,2018-09,87.0,11.162984936721875
5888474320320735000,2018-09,90.0,7.5251007461258
5606267905834401873,2018-09,103.0,9.843525211363445
2763141362035716801,2018-09,84.0,12.795605008037406
6617479989097680138,2018-09,141.0,11.57464125595088
2382123267535341265,2018-09,88.0,12.377232137617936
4935929591787890253,2018-09,131.0,12.907656635910335
6227190030200106151,2018-09,60.0,12.310725410791765
3095408468798675621,2018-09,120.0,12.081982260299123
5271591321704178730,2018-09,95.0,11.266462108334402
5763886458177210090,2018-09,107.0,11.089851222101203
5791518044186095039,2018-09,112.0,11.841538326023974
2677901391425651891,2018-09,108.0,12.757915444767379
1778014915038250584,2018-09,97.0,12.982935779129951
6198047969028248384,2018-09,125.0,13.434842934995944
2467590416042313927,2018-09,94.0,12.099505847050127
1616952665234409442,2018-09,99.0,14.133027850761275
6950439982480713649,2018-09,123.0,11.679549457156885
5462970244186515758,2018-09,106.0,13.238078498620935
5465001651966355821,2018-09,93.0,12.48580822809777
689004070169545786,2018-09,109.0,11.893188997655077
5042877476420217533,2018-09,97.0,12.32461983359217
2554972344348383830,2018-09,111.0,13.139249992560753
6337915293429442229,2018-09,111.0,12.067511481931533
180672270337706285,2018-09,89.0,12.727401912390413
7590999900861381526,2018-09,118.0,11.895790436399201
4183921942053157552,2018-09,92.0,13.222277488289471
6916556752218696485,2018-09,122.0,11.559713626468987
7182085930008391174,2018-09,92.0,13.454025492488935
3093415403379897112,2018-09,97.0,12.509224442385646
6643358471662528195,2018-09,116.0,12.784484952563723
1551531256789550891,2018-09,109.0,12.929222704472538
5303720405946805990,2018-09,103.0,11.960657922569734
6817075905797098547,2018-09,133.0,13.164897824839771
2083323809219952960,2018-09,104.0,12.136159708055148
4995217181024687397,2018-09,121.0,12.796885283111134
3386019519917828299,2018-09,127.0,11.857110736655741
2201150681962815877,2018-09,98.0,12.362631851100689
7810985951121711480,2018-09,101.0,13.23482382876244
5864443060004179363,2018-09,92.0,12.592524814456407
2768068015169423097,2018-09,108.0,11.599240766422149
8080988579391900405,2018-09,118.0,12.106489851093675
5369576709077493659,2018-09,137.0,12.533064369487796
1953058402621337677,2018-09,99.0,12.508862518274965
2951563549197799278,2018-09,130.0,12.792355402351452
8826489829259520138,2018-09,130.0,12.690241103233689
5082813456193598086,2018-09,112.0,12.834601301752377
670573866376512619,2018-09,109.0,11.380604767729618
8684964138237894839,2018-09,135.0,11.7766349780311
5440313607363845188,2018-09,102.0,11.777448935135965
274692171162531764,2018-09,90.0,12.253466597353382
761746217261797478,2018-09,115.0,12.244879811646204
1088521227159442264,2018-09,88.0,12.027059609540252
792560389712312178,2018-09,103.0,13.416385807242262
6030285068945261052,2018-09,93.0,13.555260756443563
660382477567765256,2018-09,121.0,12.322165364517026
6284433051333854194,2018-09,99.0,11.138697361783906
7696655736121386405,2018-09,114.0,13.03164842335931
3285246914299291124,2018-09,102.0,11.81169583440743
2119292203323657032,2018-09,77.0,12.907063980113168
903093877129717133,2018-09,100.0,12.541673073665352
7664272163315705419,2018-09,101.0,11.891622140797683
5434353421615275749,2018-09,101.0,12.816118069293152
7750874287225529604,2018-09,109.0,12.134340310852332
1998941557906036376,2018-09,127.0,11.708171473387154
5432443358006556295,2018-09,94.0,13.108047390929
3036967290595689189,2018-09,134.0,12.584512505902088
3137879241768961145,2018-09,120.0,11.56698742306876
5048392903148444335,2018-09,96.0,13.630387480573559
6968106554514688300,2018-09,106.0,11.606470451373337
7751080728852739823,2018-09,114.0,12.546430181733196
5108407319813072955,2018-09,99.0,11.834878520849378
4327694790333781288,2018-09,112.0,12.033842003766374
8505870778358741102,2018-09,103.0,12.464826554346077
257162352336759783,2018-09,108.0,10.751627915061572
6532139198609901627,2018-09,109.0,11.092686762753445
7492389223353246125,2018-09,96.0,11.900694924542703
1553628056929342565,2018-09,108.0,12.443643619262495
7720744580848517371,2018-09,109.0,11.386091593793427
6927178425683104769,2018-09,117.0,12.73258065533827
39547025441582855,2018-09,99.0,13.227688692442621
8643106054593378360,2018-09,106.0,11.063226297864814
7120090169052575663,2018-09,97.0,12.724134027940726
963687627963462983,2018-09,125.0,11.80288993077954
2335982750277990437,2018-09,110.0,11.060337302292881
5687511145009775604,2018-09,98.0,13.178915718730542
4489904752023469353,2018-09,112.0,12.394094590860206
8939476669690489534,2018-09,144.0,11.79848779234903
8785648114090695180,2018-09,115.0,12.737503515584
5067621068959932809,2018-09,120.0,12.30017755383198
1272921915900711149,2018-09,89.0,12.386342098197998
5503073374822479037,2018-09,98.0,10.353511663841456
7920896580423665241,2018-09,110.0,12.29011043913297
8874257794774679816,2018-09,139.0,11.797465105149513
2761181567313020223,2018-09,73.0,13.734064032065524
3698481516392183789,2018-09,126.0,13.752907229798991
3760177249735580557,2018-09,113.0,13.196037541191092
8400764778654490278,2018-09,116.0,12.395684232035475
7895753719321668294,2018-09,125.0,13.328359142211847
8897340779547593728,2018-09,137.0,11.602574194419768
3025708129948185495,2018-09,117.0,13.331940114264734
1115703227712697214,2018-09,87.0,12.914600928128422
5176940320835464459,2018-09,105.0,12.66764709887968
3156852928909455203,2018-09,111.0,12.182087282779662
3977861004707764824,2018-09,108.0,11.283248114805021
1951407691087813358,2018-09,104.0,12.765111123997405
8245393384938410770,2018-09,109.0,12.272553030030085
5338466578956451922,2018-09,123.0,11.9880720962792
187117706370645370,2018-09,93.0,10.694147031910097
3228830386980584958,2018-09,123.0,13.000717641116134
5988277776808227480,2018-09,137.0,11.22701515535263
8305404138704642088,2018-09,91.0,11.809319478024031
1052398277967427422,2018-09,107.0,11.616934067204772
1235244772550233980,2018-09,92.0,11.749198446856656
2466177460692220853,2018-09,98.0,12.590014446821868
7108899417216809461,2018-09,118.0,12.12683461401792
3634047863995720708,2018-09,110.0,12.493583453317
3382624494518753363,2018-09,107.0,9.343909263897597
6134696632487351445,2018-09,110.0,10.991460106099893
7436628409157313756,2018-09,114.0,12.692979482225581
5341957521413340599,2018-09,101.0,12.308809722981286
7779268298304613772,2018-09,129.0,13.053148338382856
2493305884832539159,2018-09,117.0,13.04080402019911
4850722092974676955,2018-09,119.0,13.656112635406535
6031976689490342098,2018-09,118.0,13.185567258305712
66220087398241662,2018-09,89.0,13.7581875423429
49632905576538927,2018-09,117.0,12.784877427149024
682352428813668634,2018-09,104.0,9.587406005562649
5856610998569876318,2018-09,143.0,12.618188918851635
1343530446996409207,2018-09,103.0,12.042500220123934
3660744270380078352,2018-09,99.0,11.844801440663026
2735662700719640627,2018-09,96.0,13.201712306007273
1000372849175668062,2018-09,99.0,11.097016004000116
1069093308328204542,2018-09,88.0,12.984980003989858
5540361570968095722,2018-09,103.0,11.849311983632047
5810778736737569699,2018-09,139.0,12.731564196898953
6521201759558790083,2018-09,99.0,12.57136485396599
7451017400765373278,2018-09,92.0,12.447001103636437
9052787288251876909,2018-09,132.0,12.38348634513821
3807130563335796378,2018-09,112.0,11.773588282797961
4102750661040919723,2018-09,81.0,12.674002250473665
6448580780254847411,2018-09,112.0,12.352900867191718
121658372387044248,2018-09,94.0,12.411650825024765
3898162407838983449,2018-09,136.0,12.101434091417604
8596605705893456305,2018-09,120.0,12.785695521650942
8111050199502844765,2018-09,92.0,12.975877580498736
511305041047444825,2018-09,74.0,12.293391891789863
7665801401860589626,2018-09,111.0,12.06341977845609
2128970218770090704,2018-09,96.0,12.368459316282147
5547032541615425352,2018-09,83.0,13.015283606896714
1637960623843047520,2018-09,92.0,13.135944731867626
8215958479134054873,2018-09,122.0,10.84144192404631
86110062990790869,2018-09,106.0,11.305655262812309
3704808902628008971,2018-09,103.0,12.794409159237729
5613825020130267729,2018-09,82.0,11.746644894016612
8529899700094903171,2018-09,118.0,12.473726740296284
1308019675417057675,2018-09,108.0,11.567820764341809
5460280878923715699,2018-09,129.0,12.630621168114605
8270671464659850683,2018-09,117.0,13.097640264348822
8662923640484889291,2018-09,121.0,12.229437547834907
6987942592445950913,2018-09,122.0,11.14041145700175
3238269558731666664,2018-09,125.0,12.233896934664468
7085295800541340563,2018-09,93.0,12.37788921767898
7930644815080409701,2018-09,99.0,13.020230979097928
4831939798545673038,2018-09,129.0,12.722061914702987
8313765100460016738,2018-09,88.0,12.879998779643007
2022367282554149730,2018-09,92.0,12.468471524783181
1195244642827484543,2018-09,105.0,11.422431667751482
8350724667410677464,2018-09,112.0,12.84451809800741
6486277549325701534,2018-09,114.0,12.805782391603096
2785178201607654410,2018-09,93.0,13.070244479141776
4919908458022265747,2018-09,117.0,12.252140058756048
9205015186723569289,2018-09,112.0,12.67521653030152
7722287846688771887,2018-09,143.0,11.407198215407076
1874361799315286610,2018-09,114.0,12.181534021083019
5884104941462322372,2018-09,118.0,10.230702789323235
8287608084245946173,2018-09,110.0,12.029681469216964
8213533889694327948,2018-09,130.0,12.749015930785461
3045840317107313913,2018-09,78.0,12.605938775237856
2214132103234633622,2018-09,62.0,12.899587258578533
7949169060790541229,2018-09,117.0,12.003650417029217
7621083433504010869,2018-09,85.0,12.407252756672667
5794903898038236832,2018-09,123.0,11.024431946410647
6020593949794792044,2018-09,113.0,10.373241150526654
4045739494965095560,2018-09,123.0,12.740385277388619
6122719618012473549,2018-09,99.0,11.965006947706973
7787306805605072964,2018-09,112.0,11.969330805146777
6824842959463625344,2018-09,118.0,9.756320761816548
8503092146854371576,2018-09,100.0,11.641740754241042
3204108603682323936,2018-09,87.0,13.044083947575627
4588313530969303734,2018-09,100.0,11.499830093657987
5786895437851445408,2018-09,129.0,10.103239644392968
5122095358293179297,2018-09,108.0,12.573143365651026
2900002014851776114,2018-09,72.0,12.53458831243493
3591324331706630867,2018-09,92.0,12.428543970951178
1044568737046072781,2018-09,101.0,12.166385423578582
4749976982519957792,2018-09,149.0,13.096774763524662
5732713959930509093,2018-09,115.0,12.795932160593223
5511113649464808344,2018-09,96.0,12.894056519133239
1613152204777372951,2018-09,93.0,12.168033234364872
696014079855281037,2018-09,103.0,11.837766029504506
9089528044547831569,2018-09,122.0,10.300786071311231
5880041582322293710,2018-09,89.0,12.812304808094176
2773493808492482979,2018-09,137.0,12.582301166146712
4740535838297269949,2018-09,131.0,13.270588535955035
8106044482585783481,2018-09,105.0,11.870117275310506
5577659616907513811,2018-09,116.0,13.815112478741252
8570963260597299378,2018-09,134.0,11.282140290684671
1559814738862939390,2018-09,126.0,11.319486336362349
175003104385133396,2018-09,80.0,13.133651426974094
4785355632922927313,2018-09,104.0,12.201256064404575
6217788509719675691,2018-09,130.0,13.525273223609727
5136739522477907100,2018-09,94.0,12.149449382589083
3382609338395832683,2018-09,113.0,12.742484141348072
6012031176108922616,2018-09,77.0,12.156661788770945
6276792736652545216,2018-09,115.0,13.357008530975332
8535586342375301953,2018-09,108.0,13.540312896599872
8715120689636420963,2018-09,110.0,12.311544654972337
8480109508191086169,2018-09,107.0,11.7382107211963
6456490958004500912,2018-09,101.0,13.458113925099296
1698828605814171242,2018-09,107.0,13.414632911345809
5263285038415073073,2018-09,91.0,12.898797236811847
2606594191222500726,2018-09,84.0,10.361545110763464
8248484932270772248,2018-09,109.0,11.658997889089061
4758362594913729429,2018-09,120.0,13.265320210676007
6858769421191999702,2018-09,128.0,11.964058407528203
2860472732401119424,2018-09,80.0,12.930056937160272
7215093571368368138,2018-09,111.0,11.551309289568414
4942577693958917591,2018-09,133.0,12.662896045913481
8332840690177201182,2018-09,88.0,11.230310532851465
2819054834565698513,2018-09,118.0,12.651924453431588
3161361581909316305,2018-09,93.0,12.83481196308307
8405044237103061926,2018-09,82.0,10.209205987474007
4444330375740387073,2018-09,97.0,11.899357249791986
4820852183212661131,2018-09,80.0,10.851121900690213
6547707428090179960,2018-09,119.0,11.521092027636621
8292458529987016717,2018-09,125.0,11.426397607429863
4831988987853936627,2018-09,145.0,11.620236077951668
3724562776372632620,2018-09,96.0,11.161365986129686
9127318190908282126,2018-09,98.0,11.406508836265738
9184785003280841216,2018-09,101.0,12.909754144805019
1117184216453911295,2018-09,90.0,11.436551851264818
6091519986999196884,2018-09,152.0,11.410161575159668
9086764557051796364,2018-09,128.0,12.870997804958439
4714214581184951490,2018-09,102.0,12.323975673987134
2535803443850893368,2018-09,111.0,12.516915670374614
7141263195360679278,2018-09,110.0,12.869574720124515
7986579715832156923,2018-09,128.0,11.725097043733069
2407532237672094312,2018-09,88.0,11.553981032210253
1533755281771668509,2018-09,117.0,12.919811357805633
8623308321032624474,2018-09,85.0,12.85193427941586
7442192566700924647,2018-09,112.0,12.105926290258392
652740132671309295,2018-09,94.0,12.510261478695506
7992317448197179816,2018-09,135.0,11.25136587666402
4079447215339975026,2018-09,107.0,10.393753262336757
2369364892942408355,2018-09,120.0,13.424050420822127
6325701146112164499,2018-09,86.0,12.435595803808422
7838728548369705327,2018-09,118.0,10.015788924623273
6204723742351094322,2018-09,79.0,13.322780222467376
1192810733461560329,2018-09,90.0,12.15894959096099
9038299527164672091,2018-09,109.0,12.333656385884794
9098842671739010918,2018-09,111.0,13.628616965324845
2532435113844289043,2018-09,90.0,13.102330043497425
1741049493106216406,2018-09,83.0,12.342603285911155
1492506290963489177,2018-09,117.0,12.053311832723452
8889055492416898333,2018-09,133.0,11.90009081590696
7444686668183702737,2018-09,127.0,12.780188511657862
3027683745465216663,2018-09,106.0,13.332444383947816
3281818438120834833,2018-09,94.0,11.61144865932879
5752688018135006198,2018-09,109.0,11.82196777454334
798425422240919854,2018-09,106.0,11.598405670314628
4995679129936981612,2018-09,128.0,11.796757636052961
1182975716201409626,2018-09,94.0,12.170642339698206
5274777191770957761,2018-09,130.0,11.690686639007852
5487870288449327165,2018-09,119.0,12.359763219524975
6098833389547425063,2018-09,112.0,11.336689354232176
7848910047105468475,2018-09,116.0,13.179074468988372
5166128847048245697,2018-09,111.0,11.582358239685565
4532469127306079736,2018-09,102.0,11.78724870421902
7870373680211625064,2018-09,92.0,11.740992874175678
3832944730982767714,2018-09,114.0,12.938882749146495
5255460548789019114,2018-09,101.0,12.390383888252284
8382418367191468432,2018-09,110.0,12.435631574233836
780065359501679358,2018-09,110.0,13.097644364465472
5893903674205161232,2018-09,100.0,11.571647100786235
2408009918678280470,2018-09,103.0,11.092092879730941
524026009392362402,2018-09,76.0,12.836479686893927
5635781225931111684,2018-09,94.0,13.16235494721741
6681781879793693802,2018-09,136.0,11.479120460357867
8255085612985072878,2018-09,125.0,13.051077879857493
717981637594591016,2018-09,113.0,12.44389197880955
3195023578711095555,2018-09,106.0,12.561794135075692
6349142675790687765,2018-09,131.0,12.846014178003497
8548612698724688238,2018-09,128.0,13.0553342907149
2020646654269061959,2018-09,99.0,12.869381559802136
8909740532547211288,2018-09,111.0,13.390708184262374
7330131219998265639,2018-09,104.0,10.991780108797382
8196449005061156808,2018-09,97.0,10.708041930670204
8522044805243541048,2018-09,87.0,12.16760724705493
4704345573576551103,2018-09,90.0,9.860005773924167
1266005398529207853,2018-09,104.0,11.767110214379752
7613717984547031729,2018-09,120.0,12.652158127834582
8779038337925278543,2018-09,126.0,13.32307152671053
1748142500108801439,2018-09,79.0,13.35720306150498
2805743565496207618,2018-09,113.0,13.048772809835304
3306590223632993094,2018-09,98.0,12.838219039782693
1088268935649917461,2018-09,116.0,12.543794101551818
2032592272238235730,2018-09,84.0,11.28627577432673
8083157716178259762,2018-09,121.0,13.593714847903806
1610763516326092136,2018-09,86.0,11.460873988498424
5692263270628375692,2018-09,112.0,11.797269472276547
3135499551958202113,2018-09,97.0,12.78232358461552
7176848230239877915,2018-09,123.0,12.544756719947987
8198518259946944874,2018-09,138.0,12.695164799122043
1156082905751962591,2018-09,108.0,9.72913416539135
6633838062940819075,2018-09,106.0,10.919080485484145
2179772649873197365,2018-09,128.0,12.945041302348637
7686361238195690925,2018-09,123.0,12.658421339537188
1977574645216036803,2018-09,104.0,13.223731534192561
4566920105008626302,2018-09,80.0,12.973559378569904
5029701292539093910,2018-09,99.0,12.573804733321097
8843432852270832388,2018-09,110.0,11.200076000571526
5047610560952554261,2018-09,94.0,11.214573336058264
3997247264680905799,2018-09,132.0,13.590673072753798
4342146186255136598,2018-09,102.0,10.716881398190429
7707459425750676368,2018-09,127.0,11.761292219793866
1177363334134147131,2018-09,118.0,10.258255679654631
1423952977138155129,2018-09,107.0,13.12904103215757
3258345688897172820,2018-09,121.0,13.07489434016228
8623308321032624474,2018-10,86.0,12.204411266203508
5611787644735474299,2018-10,119.0,14.01086185776698
3118152790263512426,2018-10,87.0,11.567688233764917
5465001651966355821,2018-10,99.0,11.087038237720428
8382418367191468432,2018-10,112.0,12.214249126814309
6927178425683104769,2018-10,123.0,10.857709705244838
3472934456083131714,2018-10,93.0,10.536990880168558
683445437387317282,2018-10,103.0,11.476344464707228
382095722273502031,2018-10,79.0,12.877661608646978
4347826483121154490,2018-10,92.0,12.861608816668344
6368582840625614207,2018-10,99.0,11.700027244937173
5761480994209806499,2018-10,125.0,12.597952557994331
4556737702757145073,2018-10,103.0,12.399890367462556
4530631557358349711,2018-10,96.0,11.835928830787335
8646472172649019955,2018-10,118.0,11.832128006569295
6617479989097680138,2018-10,135.0,11.746597397855876
9206030810342980458,2018-10,86.0,13.165635487937474
499242942549937267,2018-10,122.0,12.185619906957445
7325545718770538459,2018-10,122.0,11.87215813513669
7920896580423665241,2018-10,108.0,12.750191836186547
7395696797140470088,2018-10,130.0,13.264619597784511
6030285068945261052,2018-10,90.0,12.27581323740455
5225029212547588718,2018-10,107.0,11.994913246540513
4679462479444735708,2018-10,129.0,12.942700682701656
2763141362035716801,2018-10,85.0,12.147797137384417
2619109825960703851,2018-10,106.0,11.491538383088582
5122095358293179297,2018-10,113.0,10.723553686653267
